500
732
43.216650,-3.026794
43.210757,-3.018998
43.207570,-3.018067
43.206912,-3.019915
43.204356,-3.012978
43.199205,-3.011746
43.196126,-3.006529
43.200925,-2.987829
43.200434,-2.982559
43.202387,-2.981201
43.202166,-2.979299
43.195485,-2.978084
43.186254,-2.973015
43.184654,-2.969840
43.181881,-2.968681
43.175273,-2.960632
43.173822,-2.955921
43.171930,-2.953906
43.170378,-2.946283
43.159521,-2.953757
43.153404,-2.946168
43.145688,-2.940788
43.146196,-2.939555
43.145322,-2.938476
43.142634,-2.937340
43.139879,-2.939248
43.136059,-2.935432
43.132640,-2.940921
43.128886,-2.942486
43.124805,-2.947922
43.114705,-2.955611
43.114944,-2.957623
43.104997,-2.964702
43.104533,-2.963947
43.099038,-2.974990
43.095116,-2.972837
43.094181,-2.963019
43.083042,-2.950381
43.082044,-2.944813
43.079161,-2.941117
43.076099,-2.941239
43.074768,-2.935352
43.071783,-2.929368
43.067712,-2.927319
43.064597,-2.921688
43.059967,-2.919066
43.057711,-2.912609
43.055371,-2.909605
43.055225,-2.906516
43.048970,-2.895619
43.046398,-2.893513
43.045656,-2.890205
43.048177,-2.889363
43.050596,-2.882256
43.049917,-2.874186
43.051724,-2.864134
43.044549,-2.847901
43.041733,-2.836544
43.035102,-2.822092
43.036041,-2.806993
43.033658,-2.801086
43.034171,-2.781755
43.030680,-2.773698
43.029059,-2.773963
43.026944,-2.769763
43.028388,-2.758425
43.026828,-2.751030
43.033269,-2.746103
43.034252,-2.740740
43.032643,-2.737987
43.025271,-2.733598
43.024006,-2.729849
43.026881,-2.721408
43.030603,-2.715236
43.029907,-2.707099
43.031113,-2.703697
43.028407,-2.701963
43.026546,-2.697803
43.022355,-2.693077
43.021974,-2.690476
43.023641,-2.687537
43.021221,-2.685234
43.026428,-2.676116
43.025903,-2.673722
43.031810,-2.665935
43.026739,-2.656210
43.029960,-2.652481
43.027754,-2.652560
43.021561,-2.643218
43.020171,-2.633652
43.028940,-2.630117
43.033165,-2.633599
43.037077,-2.634587
43.041323,-2.634785
43.042476,-2.633346
43.045461,-2.634884
43.047362,-2.639211
43.052361,-2.644025
43.058849,-2.648256
43.064693,-2.657282
43.065722,-2.661064
43.066489,-2.659819
43.073877,-2.661240
43.086778,-2.632547
43.085297,-2.625868
43.084493,-2.610271
43.081295,-2.591866
43.081707,-2.586212
43.083856,-2.580531
43.083866,-2.566491
43.084989,-2.562128
43.084425,-2.558442
43.088007,-2.546310
43.087510,-2.544798
43.084962,-2.547142
43.076411,-2.540170
43.076239,-2.545648
43.074239,-2.547774
43.070561,-2.542182
43.062544,-2.539360
43.059735,-2.533998
43.054964,-2.529932
43.044487,-2.524555
43.044412,-2.529287
43.041046,-2.530857
43.039634,-2.534483
43.035056,-2.536962
43.032973,-2.539722
43.025046,-2.540174
43.019965,-2.548578
43.020596,-2.554609
43.019029,-2.558004
43.018491,-2.563124
43.007589,-2.580787
43.008519,-2.584050
43.007518,-2.589893
43.009006,-2.596813
43.000047,-2.599667
42.997835,-2.601667
42.986302,-2.592424
42.984822,-2.600333
42.981962,-2.601464
42.972544,-2.594094
42.971800,-2.587439
42.963939,-2.580368
42.962510,-2.571299
42.962896,-2.566141
42.959306,-2.551797
42.953596,-2.548311
42.950584,-2.542600
42.951678,-2.540511
42.957408,-2.537866
42.965481,-2.540042
42.972470,-2.535719
42.976848,-2.535146
42.970649,-2.521252
42.961293,-2.507535
42.959725,-2.503088
42.960648,-2.495999
42.964590,-2.486402
42.966359,-2.477244
42.961705,-2.464101
42.959113,-2.460612
42.958664,-2.456082
42.956386,-2.453273
42.959407,-2.439275
42.956040,-2.422262
42.958503,-2.417974
42.959691,-2.405629
42.957464,-2.404215
42.956717,-2.399900
42.952316,-2.394425
42.952761,-2.390109
42.948366,-2.376620
42.949016,-2.369472
42.947062,-2.364668
42.949760,-2.354382
42.943063,-2.351675
42.940020,-2.348681
42.939604,-2.344516
42.934065,-2.335013
42.932467,-2.324243
42.925720,-2.311128
42.923485,-2.301246
42.912075,-2.296777
42.907969,-2.292403
42.905513,-2.292782
42.902785,-2.290634
42.901515,-2.272035
42.899329,-2.265414
42.898177,-2.255814
42.895498,-2.250690
42.892645,-2.253287
42.887190,-2.243683
42.885454,-2.243013
42.863086,-2.241056
42.850682,-2.234942
42.843163,-2.232787
42.833455,-2.236785
42.817686,-2.256848
42.813222,-2.267909
42.808907,-2.270521
42.794524,-2.268822
42.788563,-2.278897
42.785200,-2.281911
42.778700,-2.275882
42.770753,-2.273773
42.770093,-2.272449
42.764774,-2.274126
42.763273,-2.276071
42.760344,-2.276223
42.759295,-2.274262
42.747897,-2.269740
42.746305,-2.267922
42.743435,-2.272759
42.743044,-2.284055
42.740303,-2.288547
42.738201,-2.296383
42.735526,-2.318796
42.725112,-2.322003
42.722757,-2.323988
42.717539,-2.322061
42.716595,-2.320686
42.719071,-2.318539
42.715975,-2.317528
42.710481,-2.312412
42.709027,-2.312528
42.708878,-2.311043
42.706301,-2.311457
42.706108,-2.313149
42.702931,-2.314610
42.697187,-2.311474
42.694183,-2.313131
42.687756,-2.312200
42.682493,-2.316923
42.680298,-2.311693
42.673819,-2.310422
42.673951,-2.307829
42.677206,-2.301476
42.676494,-2.293504
